Property_Name,Location,Region,Property_Age,Availability,Area_Type,Area_SqFt,Rate_SqFt,Floor_No,Bedroom,Bathroom,Price_Lakh,USD
Lodha Aurum Grande ,Kanjur Marg East Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,795,26415,33,2,2,210,247058.8235
Arkade Earth ,Kanjur Marg East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1122,17647,19,2,2,198,232941.1765
Kanakia Hollywood ,Versova Mumbai,Versova Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1550,46774,15,4,4,725,852941.1765
Unnamed Property,Bandra East Mumbai South West Mumbai,South Mumbai,10+ Year,Ready To Move,Carpet Area,380,27631,3,1,1,105,123529.4118
Cosmos Park ,kavesar Thane Mumbai,Kavesar Thane,5 to 10 Year,Ready To Move,Carpet Area,850,14117,7,2,3,120,141176.4706
Cosmos Park ,kavesar Thane Mumbai,Kavesar Thane,5 to 10 Year,Ready To Move,Super Built Up Area,625,9600,1,1,2,60,70588.23529
Cosmos Park ,kavesar Thane Mumbai,Kavesar Thane,5 to 10 Year,Ready To Move,Carpet Area,580,14655,4,2,2,85,100000
Evershine Avenue ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,980,4285,1,2,2,42,49411.76471
Agarwal Solitaire ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,625,5365,6,1,2,33,38823.52941
Vishwa Hans ,602 Sector 35 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,822,14233,8,2,2,117,137647.0588
Vijay Vilas ,kavesar Thane Mumbai,Kavesar Thane,5 to 10 Year,Ready To Move,Super Built Up Area,935,9411,7,2,2,88,103529.4118
Unnamed Property,501 Bhandup Village Road Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Built Up Area,540,15740,5,1,2,85,100000
Unnamed Property,Bhandup East Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Built Up Area,435,18390,6,1,1,80,94117.64706
Orovia Phase 1 ,Hiranandani Estate Thane Mumbai,Hiranandani Thane,0 to 1 Year,Ready To Move,Carpet Area,880,15340,15,3,3,135,158823.5294
Trishul Symphony ,Sector 19 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,2000,8700,12,3,3,174,204705.8824
Rachna Mangala Residency ,Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1250,6400,16,2,2,80,94117.64706
Unnamed Property,Dombivli West Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Built Up Area,960,8645,5,2,2,83,97647.05882
Agarwal Lifestyle ,603 Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,710,4987,6,1,2,35.4,41647.05882
Bhairaav Gold Crest Residency ,102 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,693,12987,10,1,1,90,105882.3529
Mahavir Kanti Pride ,Vasai East Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Carpet Area,370,10810,2,1,1,40,47058.82353
Unnamed Property,Pokhran 2 Thane Mumbai,Thane,10+ Year,Ready To Move,Carpet Area,400,18000,4,1,1,72,84705.88235
Goodwill Gardens ,Sector 8 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,950,11052,1,2,2,105,123529.4118
Siddharth Geetanjali Sujay ,002 Sector 34 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,2400,14125,6,6,6,339,398823.5294
Siddharth Geetanjali Sujay ,001 Sector 34 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1615,15130,9,3,3,174,204705.8824
B Chopda Oval Apartments ,000 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1630,10490,9,3,3,171,201176.4706
B Chopda Oval Apartments ,000 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,3200,10281,28,6,6,329,387058.8235
DSS Mahavir Classik ,Mahavir Classik Powai Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,850,15883,8,1,2,135,158823.5294
DSS Mahavir Classik ,Flat No 701 And 702 C Wing Powai Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1500,18334,7,4,4,295,347058.8235
Swaraj Symphony ,Sector 10 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,640,8125,1,1,1,52,61176.47059
Prachi Residency ,304 Badlapur Mumbai Beyond Thane Mumbai,Badlapur Mumbai,0 to 1 Year,Ready To Move,Carpet Area,480,6875,3,2,2,33,38823.52941
Wadhawa The Nest ,111 DN Nagar Mumbai,Dn Nagar,0 to 1 Year,Ready To Move,Carpet Area,1330,39849,2,3,4,530,623529.4118
Lodha Fiorenza ,Goregaon East Mumbai,Goregaon Mumbai,1 to 5 Year,Ready To Move,Carpet Area,887,33483,18,2,2,297,349411.7647
Raj Shreeji Iconic ,Near Panvel Highway Badlapur East Mumbai Beyond Thane Mumbai,Badlapur Mumbai,0 to 1 Year,Ready To Move,Built Up Area,575,4608,3,1,1,26.5,31176.47059
Lodha New Cuffe Parade ,008 Wadala Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Carpet Area,957,29153,21,2,2,279,328235.2941
Panvelkar Estate ,003 Badlapur East Mumbai Beyond Thane Mumbai,Badlapur Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,575,3086,0,1,1,17.8,20941.17647
Lodha New Cuffe Parade ,008 Wadala Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Carpet Area,956,30020,31,2,2,287,337647.0588
Lodha New Cuffe Parade ,008 Wadala Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1395,19713,26,2,2,275,323529.4118
Indiabulls Greens ,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1400,8857,9,3,3,124,145882.3529
Indiabulls Greens ,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,891,7126,7,2,2,63.5,74705.88235
Indiabulls Greens ,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,891,6930,3,2,2,61.8,72705.88235
Indiabulls Greens ,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,891,6228,10,2,2,55.5,65294.11765
Indiabulls Greens ,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1678,7508,32,4,4,126,148235.2941
Indiabulls Greens ,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,891,7239,14,2,2,64.5,75882.35294
Indiabulls Greens ,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1690,5147,19,3,3,87,102352.9412
Unnamed Property,Chikuwadi Mumbai,Chikuwadi Mumbai,10+ Year,Ready To Move,Carpet Area,600,25833,7,2,2,155,182352.9412
Unnamed Property,001 Shirgaon Mumbai Beyond Thane Mumbai,Shirgaon Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,600,3500,0,1,1,21,24705.88235
Shanti Green Palms ,Sector 15 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1570,12738,3,3,3,200,235294.1176
City Century One ,Sector 21 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,890,11797,14,2,2,105,123529.4118
City Century One ,Sector 21 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1000,10700,9,2,2,107,125882.3529
Shanti Green Palms ,Sector 15 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,1570,12101,7,3,3,190,223529.4118
SD Alpine ,Kandivali East Mumbai,Kandivali Mumbai,1 to 5 Year,Ready To Move,Carpet Area,898,30623,2,3,2,275,323529.4118
Ajmera New Era ,Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,1 to 5 Year,Ready To Move,Super Built Up Area,711,7735,11,1,2,55,64705.88235
Raj Tulsi City ,Badlapur East Mumbai Beyond Thane Mumbai,Badlapur Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,615,3577,4,1,1,22,25882.35294
SD Epsilon Tower ,W E Highway kandivali East Thakur Village Mumbai,Thakur Village,0 to 1 Year,Ready To Move,Super Built Up Area,1280,18750,29,2,2,240,282352.9412
SD Epsilon Tower ,W E Highway kandivali East Thakur Village Mumbai,Thakur Village,0 to 1 Year,Ready To Move,Super Built Up Area,1050,20000,29,2,2,210,247058.8235
Marathon Galaxy ,Moti Nagar Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Carpet Area,900,31666,3,3,3,285,335294.1176
Runwal Greens ,Mulund West Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Carpet Area,1240,23387,31,3,3,290,341176.4706
Nirmal Lifestyle Residency CHS ,Mulund West Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,850,21764,14,2,2,185,217647.0588
Runwal Greens ,Mulund West Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Carpet Area,1382,21345,37,3,3,295,347058.8235
L and T Crescent Bay ,Parel South Mumbai Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1402,38018,20,2,2,330,388235.2941
Kalpataru Sunrise ,1111 Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1200,11666,25,2,2,140,164705.8824
Unnamed Property,3333 Kolshet Road Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Super Built Up Area,850,8823,23,1,2,75,88235.29412
Siddhi Highland Gardens ,1111 Dhokali Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Built Up Area,710,10845,3,1,2,77,90588.23529
Unnamed Property,2222 Thane West Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Super Built Up Area,1850,9729,20,4,3,180,211764.7059
Everest World Aspen ,222 Thane West Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Super Built Up Area,1050,10952,11,2,2,115,135294.1176
Sheth Avalon ,A 110 Laxmi Nagar Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1299,13163,14,2,2,171,201176.4706
Omkar Alta Monte ,Malad East Mumbai,Malad Mumbai,1 to 5 Year,Ready To Move,Carpet Area,920,26086,20,2,2,240,282352.9412
Ashar Sapphire And Galleria ,1111 Thane West Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1250,24210,26,3,3,230,270588.2353
Unnamed Property,1111 Kolshet Road Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1450,12068,15,3,2,175,205882.3529
Lodha Luxuria ,Majiwada Thane Mumbai,Majiwada Thane,5 to 10 Year,Ready To Move,Super Built Up Area,1220,11065,22,2,2,135,158823.5294
Veena Senterio ,Chembur East Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,440,26363,12,1,2,116,136470.5882
Neelkanth Greens ,2 5bhk Very Luxurious Property For Sell Manpada Thane Mumbai,Manpada Thane,5 to 10 Year,Ready To Move,Super Built Up Area,1300,14615,19,3,2,190,223529.4118
Unnamed Property,Powai Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,777,43758,7,2,2,340,400000
Unnamed Property,2bhk Very Spacious Flat Available For Sell Close Viviana Mall khopat Thane Mumbai,Thane,10+ Year,Ready To Move,Super Built Up Area,1040,12500,9,2,2,130,152941.1765
Monte South ,Byculla Byculla Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,1201,47044,18,3,3,565,664705.8824
Gala Pride Presidency Luxuria ,Kailash Nagar Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Super Built Up Area,760,11052,18,1,1,84,98823.52941
Runwal Eirene ,1bhk Very Spacious New Brand Property Available For Sell Balkum Thane Mumbai,Balkum Thane,1 to 5 Year,Ready To Move,Super Built Up Area,665,11278,9,1,2,75,88235.29412
Oberoi Exquisite ,Oberoi Exquisite Oberoi International School nr Oberoi Mall Film City Rd goregaon East mum 400063 Goregaon East Mumbai,Goregaon Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1690,30917,7,3,3,522,614117.6471
Oberoi Splendor ,Oberoi Splendor Nr Oberoi International School Jvlr Andheri East Mumbai 400060 Jogeshwari East Mumbai,Jogeshwari Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1377,24183,26,3,2,333,391764.7059
Unnamed Property,Parel South Mumbai Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Carpet Area,410,36585,9,1,2,150,176470.5882
Unnamed Property,Sector 23 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,680,8382,1,2,2,57,67058.82353
Bhagwati Bellavista 2 ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,690,7246,2,1,2,50,58823.52941
Strawberry Sandstone ,Mira Road Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Carpet Area,1180,8898,12,3,3,105,123529.4118
Strawberry Sandstone ,Mira Road Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Carpet Area,650,13076,7,2,2,85,100000
Acme Ozone ,Manpada Thane Mumbai,Manpada Thane,5 to 10 Year,Ready To Move,Built Up Area,1004,12051,17,2,2,121,142352.9412
Strawberry Sandstone ,Mira Road Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,635,8661,4,1,2,55,64705.88235
Unnamed Property,Sector 19 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1000,8000,2,2,2,80,94117.64706
Lokhandwala Riviera Tower ,Lokhandwala Kandivali East Mumbai,Kandivali Mumbai,10+ Year,Ready To Move,Super Built Up Area,1000,16700,20,2,2,167,196470.5882
Acme Ozone ,Near Khewara Circle Manpada Thane Mumbai,Manpada Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1100,11500,23,2,2,130,152941.1765
Unnamed Property,Shirley Rajan Road Bandra West Mumbai South West Mumbai,South Mumbai,10+ Year,Ready To Move,Carpet Area,600,50000,1,1,2,300,352941.1765
Unnamed Property,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,700,17857,9,2,2,125,147058.8235
RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1427,13314,24,2,2,190,223529.4118
Hiranandani Silver Link ,Silverlink Hiranandani Estate Thane Mumbai,Hiranandani Thane,5 to 10 Year,Ready To Move,Carpet Area,450,20444,2,1,2,92,108235.2941
JP North Celeste ,123 Vinay Nagar Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,700,9285,2,1,2,65,76470.58824
Nahar Lilium Lantana ,Andheri East Mumbai,Andheri Mumbai,5 to 10 Year,Ready To Move,Built Up Area,1250,18720,21,2,2,234,275294.1176
Paradigm EL Signora ,Oshiwara Mumbai,Oshiwara Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,850,26117,7,2,2,222,261176.4706
Unnamed Property,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1978,55611,5,4,3,1100,1294117.647
Satyam Imperial Heights ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,2400,23125,39,4,4,555,652941.1765
White City ,Kandivali East Mumbai,Kandivali Mumbai,0 to 1 Year,Ready To Move,Carpet Area,460,26086,9,1,2,120,141176.4706
Lodha Fiorenza ,Goregaon East Mumbai,Goregaon Mumbai,10+ Year,Ready To Move,Carpet Area,11986,3170,22,3,3,380,447058.8235
Unnamed Property,Sector 36 Seawoods Navi Mumbai Mumbai,Seawoods Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,565,12389,1,1,1,70,82352.94118
Bhakti Aura ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,670,8955,5,1,1,60,70588.23529
Satelite Royal ,Goregaon East Mumbai,Goregaon Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1050,20476,15,2,2,215,252941.1765
JP Decks ,Goregaon East Mumbai,Goregaon Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1290,15891,8,2,2,205,241176.4706
Om Sai Riddhi Siddhi Regency ,Sector 22 Kamothe Sector 22 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,1000,8500,3,2,2,85,100000
Unnamed Property,1402 Thane West Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,1490,20134,14,3,3,300,352941.1765
Godrej Emerald ,Ghodbunder Road Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,760,15789,10,2,2,120,141176.4706
One Hiranandani Park ,Hiranandani Estate Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Carpet Area,559,27728,12,2,2,155,182352.9412
Godrej Emerald ,Ghodbunder Road Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,560,14821,21,2,2,83,97647.05882
Puraniks Aarambh ,Kasar vadavali Thane Mumbai,Kasar Vadavali Thane,0 to 1 Year,Ready To Move,Carpet Area,600,12166,11,2,2,73,85882.35294
Unnamed Property,Thane West Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,443,13544,15,1,2,60,70588.23529
Bhakti Park ,Sai Nagar Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Super Built Up Area,645,8527,2,1,1,55,64705.88235
Unnamed Property,2202 Thane West Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,1490,20805,22,3,3,310,364705.8824
Unnamed Property,Thane West Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,1340,18656,10,3,3,250,294117.6471
Aashapura Crown City ,403 Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,5 to 10 Year,Ready To Move,Super Built Up Area,874,6864,4,2,2,60,70588.23529
Godrej Hill ,201 Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,10+ Year,Ready To Move,Super Built Up Area,585,5726,2,1,1,33.5,39411.76471
Raunak City 2 ,201 Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1000,6000,2,2,2,60,70588.23529
Unnamed Property,404 Adharwadi Mumbai Beyond Thane Mumbai,Adharwadi Mumbai,1 to 5 Year,Ready To Move,Carpet Area,730,11095,4,2,2,81,95294.11765
Triveni Majesta ,203 Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,0 to 1 Year,Ready To Move,Built Up Area,1250,10240,5,2,2,128,150588.2353
Unnamed Property,403 Wayle Nagar Mumbai Beyond Thane Mumbai,Wayle Nagar,5 to 10 Year,Ready To Move,Carpet Area,450,10444,4,1,1,47,55294.11765
Laxmi Om Tanishq Residency ,101 Adharwadi Mumbai Beyond Thane Mumbai,Adharwadi Mumbai,0 to 1 Year,Ready To Move,Built Up Area,675,5200,1,1,1,35.1,41294.11765
Laxmi Om Tanishq Residency ,102 Adharwadi Mumbai Beyond Thane Mumbai,Adharwadi Mumbai,0 to 1 Year,Ready To Move,Built Up Area,1060,5200,1,2,2,55.1,64823.52941
Peninsula Celestia Spaces ,Parel South Mumbai Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1233,39334,16,3,3,485,570588.2353
Peninsula Celestia Spaces ,Parel South Mumbai Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Carpet Area,866,43879,32,2,2,380,447058.8235
Dweepmala Baline Dwellings ,Sector 18 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,770,11086,2,1,2,51,60000
Platinum Palacio ,Sector 23 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,665,8307,5,1,1,54,63529.41176
Paradise Sai Sapphire ,Sector 20 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1120,7727,5,2,2,85,100000
Mahaavir Heights ,Sector 17 Roadpali Navi Mumbai Roadpali Navi Mumbai Mumbai,Roadpali Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,675,8592,14,1,1,58,68235.29412
Vaishnavi Bhawan ,Ghodbunder Road Owale Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Carpet Area,453,9713,3,1,1,44,51764.70588
Lodha Kiara ,Worli South Mumbai Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1701,58788,11,4,5,1000,1176470.588
Unnamed Property,Belapur Navi Mumbai Mumbai,Belapur Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,2200,11363,11,4,4,250,294117.6471
Lodha The Park ,Worli South Mumbai Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1450,60000,59,3,4,730,858823.5294
Sai Satyam Residency ,Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,5 to 10 Year,Ready To Move,Built Up Area,670,5671,5,1,2,38,44705.88235
Triveni Ultima Bliss ,Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,1 to 5 Year,Ready To Move,Built Up Area,1545,7766,18,3,4,120,141176.4706
Unnamed Property,804 Chikhal Dongari Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,650,4384,10,1,2,28.5,33529.41176
Unnamed Property,Mazgaon Mumbai Harbour Mumbai,Mumbai Harbour,5 to 10 Year,Ready To Move,Carpet Area,425,37647,6,1,2,160,188235.2941
Unnamed Property,Sector 20 Airoli Navi Mumbai Mumbai,Airoli Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,550,10909,2,1,1,60,70588.23529
Unnamed Property,Sector 20 Airoli Navi Mumbai Mumbai,Airoli Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,625,12480,3,1,1,78,91764.70588
Unnamed Property,Mazgaon Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Carpet Area,400,41250,5,1,1,165,194117.6471
Aristo Pearl Residency ,Prabhadevi South Mumbai Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1510,34437,5,2,2,520,611764.7059
Unnamed Property,Panchpakhadi Thane West Thane West Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Super Built Up Area,700,17857,1,1,2,125,147058.8235
Space India Vishesh Homes ,111 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,640,7578,4,1,1,48.5,57058.82353
Hiranandani Rodas Enclave ,Hiranandani Estate Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Carpet Area,1352,24408,15,3,3,330,388235.2941
Reliable Balaji Shrishti ,Kalamboli Navi Mumbai Mumbai,Kalamboli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1090,7706,6,2,2,84,98823.52941
Ronak Residency ,Roadpali Navi Mumbai Mumbai,Roadpali Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,984,7113,6,2,2,70,82352.94118
Shree Shivankar CHS ,Matunga South Mumbai Mumbai,Matunga Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1030,53398,6,2,2,550,647058.8235
Raunak City 2 ,1405 Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,1 to 5 Year,Ready To Move,Super Built Up Area,607,6013,14,1,1,36.5,42941.17647
Haware Green Park ,111 Sector 22 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,980,5612,0,2,2,55,64705.88235
Hiranandani Eagleridge ,Hiranandani Estate Hiranandani Estate Thane Mumbai,Hiranandani Thane,0 to 1 Year,Ready To Move,Carpet Area,1093,28270,23,3,3,309,363529.4118
Infinity Avenue ,Sector 8 Ulwe Navi Mumbai 410206 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1000,7000,1,2,2,70,82352.94118
Progressives Meera Aangan ,Sector 2 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1700,10294,7,3,3,175,205882.3529
Unnamed Property,101 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1050,6676,4,2,2,70.1,82470.58824
