Property_Name,Location,Price,Rate_SqFt,Area_Tpye,Bedroom,Bathroom,Floor_No,Property_Age,Availability,Area_SqFt,Region,Price_Lakh,Latitude,Longitude,USD
T Bhimjyani Neelkanth Woods ,Manpada Thane Mumbai,2.4 Crore,12631,Super Built Up Area,3,3,8,1 to 5 Year,Ready To Move,1900,Manpada Thane,240,19.2353185,72.9759496,2823.529412
Legend 1 Pramila Nagar ,Dahisar West Mumbai,95 Lac,15966,Super Built Up Area,1,2,3,10+ Year,Ready To Move,595,Dahisar Mumbai,95,19.0648226,72.8373616,1117.647059
Varun Garden ,Manpada Thane Mumbai,2.2 Crore,14666,Super Built Up Area,3,3,7,5 to 10 Year,Ready To Move,1500,Manpada Thane,220,19.2353185,72.9759496,2588.235294
Green Court ,702 Andheri West Mumbai,2.75 Crore,34810,Built Up Area,2,2,7,5 to 10 Year,Ready To Move,1200,Andheri Mumbai,275,19.1172495,72.833968,3235.294118
Balaji Galaxy ,502 Kalamboli Navi Mumbai Mumbai,70 Lac,11111,Carpet Area,2,2,5,10+ Year,Ready To Move,630,Kalamboli Navi-Mumbai,70,19.0235062,73.11060919,823.5294118
Unnamed Property,402 Malad West Mumbai,2.75 Crore,34810,Carpet Area,3,3,4,10+ Year,Ready To Move,790,Malad Mumbai,275,19.1840129,72.8412155,3235.294118
Unnamed Property,Goregaon West Mumbai,2.25 Crore,26041,Built Up Area,2,2,7,10+ Year,Ready To Move,864,Goregaon Mumbai,225,19.1633281,72.8411995,2647.058824
Unnamed Property,Ulwe Navi Mumbai Mumbai,78 Lac,8705,Super Built Up Area,1,1,3,1 to 5 Year,Ready To Move,896,Ulwe Navi-Mumbai,78,18.97686135,73.02013111,917.6470588
Unnamed Property,Shri Nagar Wagle Estate Thane Mumbai,1.25 Crore,18656,Built Up Area,2,2,5,1 to 5 Year,Ready To Move,670,Estate Thane,125,19.2099361,72.9615435,1470.588235
Unnamed Property,302 Koparkhairane Navi Mumbai Mumbai,1.35 Crore,14062,Built Up Area,2,2,3,10+ Year,Ready To Move,960,Koparkhairane Navi-Mumbai,135,19.1058398,72.999981,1588.235294
Lodha Splendora ,Ghodbunder Road Thane Mumbai,1.35 Crore,18169,Carpet Area,2,2,26,5 to 10 Year,Ready To Move,743,Road Thane,135,19.2777851,72.957062,1588.235294
Lodha Palava Downtown ,Dombivli East Thane Mumbai,42 Lac,10552,Carpet Area,1,2,11,0 to 1 Year,Ready To Move,398,Dombivli Thane,42,19.2111814,73.091129,494.1176471
Unnamed Property,Sector 16 Vashi Navi Mumbai Mumbai,2.25 Crore,18000,Carpet Area,2,2,2,10+ Year,Ready To Move,1250,Vashi Navi-Mumbai,225,19.0692829,73.0010786,2647.058824
Unnamed Property,Chakala Mumbai,55 Lac,18333,Built Up Area,1,1,5,10+ Year,Ready To Move,300,Chakala Mumbai,55,19.1152873,72.8618085,647.0588235
Unnamed Property,201 Panvel Navi Mumbai Mumbai,28 Lac,5000,Carpet Area,1,2,2,5 to 10 Year,Ready To Move,560,Panvel Navi-Mumbai,28,19.0298386,73.0308805,329.4117647
Bhanushanti Complex ,Malad East Malad East Mumbai,1 Crore,13889,Carpet Area,1,2,3,5 to 10 Year,Ready To Move,720,Malad Malad,100,19.1867193,72.8485884,1176.470588
Unnamed Property,Malad West Mumbai,2.5 Crore,16666,Built Up Area,3,3,15,10+ Year,Ready To Move,1500,Malad Mumbai,250,19.1840129,72.8412155,2941.176471
Indiabulls Greens ,Panvel Navi Mumbai Mumbai,1.05 Crore,8076,Super Built Up Area,3,3,16,0 to 1 Year,Ready To Move,1690,Panvel Navi-Mumbai,105,19.0392786,73.0992311,1235.294118
Parinee Essence ,Kandivali West Mumbai,1.4 Crore,25134,Carpet Area,2,2,7,0 to 1 Year,Ready To Move,557,Kandivali Mumbai,140,19.2084002,72.8422235,1647.058824
Lalani Grandeur ,Goregaon East Mumbai,3.8 Crore,24820,Built Up Area,3,3,15,1 to 5 Year,Ready To Move,1531,Goregaon Mumbai,380,19.1692623,72.8552548,4470.588235
Unnamed Property,Jogeshwari West Mumbai,1.8 Crore,28125,Carpet Area,2,2,8,5 to 10 Year,Ready To Move,640,Jogeshwari Mumbai,180,19.136394,72.8373817,2117.647059
Spring Hills ,901 Hiranandani Estate Thane Mumbai,2.56 Crore,18091,Super Built Up Area,3,3,9,10+ Year,Ready To Move,1415,Hiranandani-Estate Thane,256,19.2570093,72.9839263,3011.764706
Unnamed Property,4 14 Andheri East Mumbai,1.15 Crore,18852,Built Up Area,1,1,1,10+ Year,Ready To Move,610,Andheri Mumbai,115,19.1158835,72.854202,1352.941176
Unnamed Property,Thane West Thane Mumbai,1.2 Crore,14118,Built Up Area,2,2,3,10+ Year,Ready To Move,850,Thane Thane,120,19.03160615,73.0142513,1411.764706
Gami Vivaan ,Koparkhairane Navi Mumbai Mumbai,2.95 Crore,411436,Carpet Area,3,3,11,1 to 5 Year,Ready To Move,71.7,Koparkhairane Navi-Mumbai,295,19.10083655,72.99854111,3470.588235
Unnamed Property,Borivali West Mumbai,3.5 Crore,28000,Carpet Area,3,3,3,10+ Year,Ready To Move,1250,Borivali Mumbai,350,19.2294561,72.8479905,4117.647059
Bharat Shiv Sai Paradise ,Majiwada Thane Mumbai,1.15 Crore,17692,Super Built Up Area,2,2,1,5 to 10 Year,Ready To Move,951,Majiwada Thane,115,19.2000627,72.9666732,1352.941176
Unnamed Property,Dahisar East Mumbai,3 Crore,15000,Built Up Area,3,3,3,5 to 10 Year,Ready To Move,2000,Dahisar Mumbai,300,19.2486925,72.8640593,3529.411765
Fortune Springs ,1003 Kharghar Navi Mumbai Mumbai,68 Lac,15454,Built Up Area,1,1,10,1 to 5 Year,Ready To Move,670,Kharghar Navi-Mumbai,68,19.0433404,73.0663401,800
Unnamed Property,Borivali West Borivali West Mumbai,2.56 Crore,32989,Carpet Area,2,1,3,10+ Year,Ready To Move,776,Borivali Borivali,256,19.2285516,72.8521468,3011.764706
Royal Palms Estate ,Goregaon East Mumbai,1 Crore,9259,Built Up Area,2,2,-1,10+ Year,Ready To Move,1080,Goregaon Mumbai,100,19.1692623,72.8552548,1176.470588
Unnamed Property,Andheri West Mumbai,2 Crore,33898,Carpet Area,2,2,10,1 to 5 Year,Ready To Move,590,Andheri Mumbai,200,19.1172495,72.833968,2352.941176
Oberoi Woods ,Goregaon East Mumbai,3.4 Crore,27200,Super Built Up Area,3,2,2,10+ Year,Ready To Move,1250,Goregaon Mumbai,340,19.1692623,72.8552548,4000
Parinee Adney ,Borivali West Mumbai,1.65 Crore,25862,Built Up Area,2,2,1,0 to 1 Year,Ready To Move,1060,Borivali Mumbai,165,19.2294561,72.8479905,1941.176471
Lodha Palava City ,Dombivli East Thane Mumbai,53 Lac,11349,Built Up Area,1,2,6,0 to 1 Year,Ready To Move,467,Dombivli Thane,53,19.2111814,73.091129,623.5294118
Serenity Complex ,Oshiwara Mumbai,3.5 Crore,22950,Carpet Area,3,3,14,10+ Year,Ready To Move,1525,Oshiwara Mumbai,350,19.1502437,72.8342294,4117.647059
Unnamed Property,A 2 8 Kopri Thane Mumbai,1.2 Crore,13057,Super Built Up Area,1,1,2,10+ Year,Ready To Move,919,Kopri Thane,120,19.1825941,72.9732621,1411.764706
Shreeji Splendor ,Brahmand Thane Mumbai,66 Lac,12222,Built Up Area,1,1,0,5 to 10 Year,Ready To Move,540,Brahmand Thane,66,19.2469649,72.9818412,776.4705882
Unnamed Property,Dahisar East Mumbai,72 Lac,20571,Carpet Area,1,1,1,10+ Year,Ready To Move,350,Dahisar Mumbai,72,19.2486925,72.8640593,847.0588235
Unnamed Property,Sector 19 Airoli Navi Mumbai Mumbai,56 Lac,16470,Carpet Area,1,1,3,10+ Year,Ready To Move,340,Airoli Navi-Mumbai,56,19.1593193,72.9906831,658.8235294
Unnamed Property,Gorai 2 Mumbai,1.8 Crore,16000,Super Built Up Area,2,2,2,10+ Year,Ready To Move,1125,Gorai Mumbai,180,19.2292486,72.8290479,2117.647059
Sumit Woods Sharda Sahaniwas ,B 603 Borivali East Mumbai,1.55 Crore,15121,Super Built Up Area,2,2,6,1 to 5 Year,Ready To Move,1025,B Borivali,155,19.2267228,72.8619328,1823.529412
Unnamed Property,Kandivali West Mumbai,5.25 Crore,21000,Super Built Up Area,5,5,12,10+ Year,Ready To Move,2500,Kandivali Mumbai,525,19.2084002,72.8422235,6176.470588
Unnamed Property,Dhokali Thane Mumbai,75 Lac,10273,Built Up Area,2,2,2,10+ Year,Ready To Move,730,Dhokali Thane,75,19.225128,72.9813793,882.3529412
Unnamed Property,Dombivli East Dombivli East Thane Mumbai,32 Lac,7272,Carpet Area,1,1,3,10+ Year,Ready To Move,440,Dombivli Thane,32,19.2180493,73.0861355,376.4705882
Ashok Vihar ,C 001 Marol Mumbai,1.4 Crore,26168,Built Up Area,2,2,0,10+ Year,Ready To Move,835,C- Marol,140,19.1098394,72.8840451,1647.058824
Vision Phoenix Heights ,Kalamboli Roadpali Navi Mumbai Mumbai,62 Lac,7654,Super Built Up Area,1,1,10,5 to 10 Year,Ready To Move,810,Roadpali Navi-Mumbai,62,19.0392786,73.0992311,729.4117647
Chandak Sparkling Wings ,Dahisar East Mumbai,83 Lac,21783,Carpet Area,1,2,18,5 to 10 Year,Ready To Move,404,Dahisar Mumbai,83,19.2486925,72.8640593,976.4705882
Unnamed Property,New Panvel Navi Mumbai Mumbai,5.2 Crore,247619,Plot Area,5,4,4,0 to 1 Year,Ready To Move,210,Panvel Navi-Mumbai,520,18.9949462,73.1146581,6117.647059
Unnamed Property,Goregaon West Mumbai,1.95 Crore,19763,Built Up Area,2,2,1,10+ Year,Ready To Move,1012,Goregaon Mumbai,195,19.1633281,72.8411995,2294.117647
Krishna Vatika CHS ,Dahisar East Mumbai,1.45 Crore,16111,Super Built Up Area,2,2,7,10+ Year,Ready To Move,900,Dahisar Mumbai,145,19.2486925,72.8640593,1705.882353
Vastu Aarav Heights ,Dombivli West Dombivli West Thane Mumbai,29.5 Lac,7973,Carpet Area,1,1,7,1 to 5 Year,Ready To Move,370,Dombivli Thane,29.5,19.2180493,73.0861355,347.0588235
Unnamed Property,Thane West Thane Mumbai,80 Lac,18390,Carpet Area,1,1,5,10+ Year,Ready To Move,435,Thane Thane,80,19.03160615,73.0142513,941.1764706
Unnamed Property,Dombivli East Thane Mumbai,75 Lac,12820,Carpet Area,2,2,7,0 to 1 Year,Ready To Move,585,Dombivli Thane,75,19.2111814,73.091129,882.3529412
Acme Ozone ,Manpada Thane Mumbai,1.7 Crore,17189,Carpet Area,3,3,20,1 to 5 Year,Ready To Move,989,Manpada Thane,170,19.2353185,72.9759496,2000
Unnamed Property,Hiranandani Estate Thane Mumbai,3.1 Crore,22142,Carpet Area,3,3,11,10+ Year,Ready To Move,1400,Hiranandani-Estate Thane,310,19.2570093,72.9839263,3647.058824
Serenity Heights ,Marol Mumbai,3.3 Crore,29649,Carpet Area,3,3,2,0 to 1 Year,Ready To Move,1113,Marol Mumbai,330,19.11314845,72.8758807,3882.352941
Lodha Amara ,Kolshet Road Thane Mumbai,89 Lac,15978,Carpet Area,2,2,21,1 to 5 Year,Ready To Move,557,Road Thane,89,19.2326261,72.9875274,1047.058824
Sark Park View ,Kharghar Navi Mumbai Mumbai,49 Lac,8909,Carpet Area,1,2,5,5 to 10 Year,Ready To Move,550,Kharghar Navi-Mumbai,49,19.025773,73.05918453,576.4705882
Balaji Symphony ,New Panvel New Panvel Navi Mumbai Mumbai,70 Lac,8695,Super Built Up Area,1,1,21,1 to 5 Year,Ready To Move,805,Panvel Navi-Mumbai,70,18.9949462,73.1146581,823.5294118
Unnamed Property,Sector 16 Ghansoli Navi Mumbai Mumbai,65 Lac,13000,Super Built Up Area,1,1,4,5 to 10 Year,Ready To Move,500,Ghansoli Navi-Mumbai,65,19.1163253,72.99476144,764.7058824
Unnamed Property,Ulwe Navi Mumbai Mumbai,80 Lac,8000,Built Up Area,2,2,5,5 to 10 Year,Ready To Move,1000,Ulwe Navi-Mumbai,80,18.97686135,73.02013111,941.1764706
Mehek CHS ,Sector 12 Kharghar Navi Mumbai Mumbai,90 Lac,16513,Carpet Area,2,2,5,10+ Year,Ready To Move,545,Kharghar Navi-Mumbai,90,19.0448864,73.0643216,1058.823529
Mittal Tower CHS ,Koparkhairane Navi Mumbai Mumbai,1.2 Crore,18547,Carpet Area,2,2,4,10+ Year,Ready To Move,647,Koparkhairane Navi-Mumbai,120,19.10083655,72.99854111,1411.764706
Lodha Regency ,Y401 Dombivli East Thane Mumbai,58 Lac,7878,Built Up Area,2,2,4,5 to 10 Year,Ready To Move,835,Dombivli Thane,58,19.2111814,73.091129,682.3529412
Unnamed Property,Dombivli East Dombivli East Thane Mumbai,53 Lac,7162,Built Up Area,2,2,1,10+ Year,Ready To Move,740,Dombivli Thane,53,19.2180493,73.0861355,623.5294118
Unnamed Property,New Panvel Navi Mumbai Mumbai,30 Lac,5555,Super Built Up Area,1,1,4,1 to 5 Year,Ready To Move,540,Panvel Navi-Mumbai,30,18.9949462,73.1146581,352.9411765
Lodha Eternis ,Andheri East Mumbai,2.65 Crore,31030,Carpet Area,2,2,5,1 to 5 Year,Ready To Move,854,Andheri Mumbai,265,19.1158835,72.854202,3117.647059
Gitanjali Tatva ,Borivali East Mumbai,2.75 Crore,20370,Super Built Up Area,3,2,14,0 to 1 Year,Ready To Move,1350,Borivali Mumbai,275,19.2267228,72.8619328,3235.294118
Asmitha Jyothi CHS ,Malad West Mumbai,78 Lac,12560,Super Built Up Area,1,2,6,10+ Year,Ready To Move,621,Malad Mumbai,78,19.1840129,72.8412155,917.6470588
Unnamed Property,Naupada Thane Mumbai,1 Crore,15384,Built Up Area,1,1,9,10+ Year,Ready To Move,650,Naupada Thane,100,19.2000627,72.9666732,1176.470588
Unnamed Property,Thane West Thane Mumbai,1.25 Crore,19230,Carpet Area,2,2,2,10+ Year,Ready To Move,650,Thane Thane,125,19.03160615,73.0142513,1470.588235
Aishwarya Avant Heritage 1 and 2 ,1205 JVLR Mumbai,1.2 Crore,30769,Carpet Area,1,2,12,0 to 1 Year,Ready To Move,390,Jvlr Mumbai,120,19.1396508,72.8669543,1411.764706
Unnamed Property,Panvel Navi Mumbai Mumbai,49 Lac,6486,Plot Area,2,2,2,10+ Year,Ready To Move,740,Panvel Navi-Mumbai,49,19.0392786,73.0992311,576.4705882
Gundecha Asta ,Sakinaka Mumbai,1.08 Crore,26932,Carpet Area,1,1,11,1 to 5 Year,Ready To Move,401,Sakinaka Mumbai,108,19.1008628,72.8798081,1270.588235
Kabra Galaxy Star CHS ,Brahmand Thane Mumbai,1.1 Crore,10280,Super Built Up Area,2,2,6,5 to 10 Year,Ready To Move,1070,Brahmand Thane,110,19.2469649,72.9818412,1294.117647
Unnamed Property,Kandivali East Mumbai,89 Lac,15752,Built Up Area,1,1,5,5 to 10 Year,Ready To Move,565,Kandivali Mumbai,89,19.2103809,72.8640837,1047.058824
Landmark Jawahar Milan CHS ,Malad East Mumbai,1.93 Crore,24275,Carpet Area,3,3,3,0 to 1 Year,Ready To Move,793,Malad Mumbai,193,19.1860219,72.8563181,2270.588235
Unnamed Property,New Panvel New Panvel Navi Mumbai Mumbai,68 Lac,8484,Super Built Up Area,1,1,2,10+ Year,Ready To Move,825,Panvel Navi-Mumbai,68,18.9949462,73.1146581,800
Unnamed Property,Khar West Khar West Mumbai South West Mumbai,1.25 Crore,19230,Built Up Area,1,1,4,10+ Year,Ready To Move,650,Khar Mumbai,125,19.0750197,72.8356392,1470.588235
Unnamed Property,Shivaji Nagar Shivaji Nagar Thane Mumbai,18 Lac,9230,Carpet Area,1,1,2,10+ Year,Ready To Move,195,Nagar Thane,18,19.1862985,72.9970491,211.7647059
Unnamed Property,Andheri East Mumbai,3.25 Crore,29545,Carpet Area,3,3,5,10+ Year,Ready To Move,1100,Andheri Mumbai,325,19.1158835,72.854202,3823.529412
Lodha Lakeshore Greens ,Dombivli East Thane Mumbai,70 Lac,10401,Carpet Area,2,2,8,1 to 5 Year,Ready To Move,673,Dombivli Thane,70,19.2111814,73.091129,823.5294118
SRP Krish Residency ,Panvel Navi Mumbai Mumbai,33 Lac,7674,Carpet Area,1,1,3,5 to 10 Year,Ready To Move,430,Panvel Navi-Mumbai,33,19.0392786,73.0992311,388.2352941
Kanakia Rainforest ,Marol Mumbai,1.7 Crore,391705,Carpet Area,1,2,2,1 to 5 Year,Ready To Move,43.4,Marol Mumbai,170,19.11314845,72.8758807,2000
Lodha Palava City ,F 6 Dombivli East Thane Mumbai,23 Lac,7540,Carpet Area,1,1,0,0 to 1 Year,Ready To Move,305,Dombivli Thane,23,19.2111814,73.091129,270.5882353
Unnamed Property,Sector 21 Nerul Navi Mumbai Mumbai,84 Lac,14358,Super Built Up Area,1,1,2,10+ Year,Ready To Move,585,Nerul Navi-Mumbai,84,19.0316759,73.0216566,988.2352941
Lodha Palava City ,Dombivli East Thane Mumbai,60 Lac,8298,Carpet Area,2,2,6,5 to 10 Year,Ready To Move,723,Dombivli Thane,60,19.2111814,73.091129,705.8823529
Unnamed Property,Dombivli East Dombivli East Thane Mumbai,99 Lac,8215,Built Up Area,3,3,4,10+ Year,Ready To Move,1205,Dombivli Thane,99,19.2180493,73.0861355,1164.705882
Samartha Aangan ,Lokhandwala Andheri West Mumbai,5.1 Crore,32903,Super Built Up Area,3,3,18,10+ Year,Ready To Move,1550,Lokhandwala Andheri,510,19.1312947,72.8246301,6000
Unnamed Property,Borivali East Mumbai,2.99 Crore,23000,Super Built Up Area,3,3,1,10+ Year,Ready To Move,1300,Borivali Mumbai,299,19.2267228,72.8619328,3517.647059
Unnamed Property,Malad East Mumbai,80 Lac,18348,Carpet Area,1,2,7,10+ Year,Ready To Move,436,Malad Mumbai,80,19.1860219,72.8563181,941.1764706
Gopala Apartment ,101 Vashi Navi Mumbai Mumbai,1.6 Crore,10322,Carpet Area,2,2,0,10+ Year,Ready To Move,1550,Vashi Navi-Mumbai,160,19.075784,72.9952364,1882.352941
Godrej Sky Garden ,Panvel Navi Mumbai Mumbai,75 Lac,13157,Carpet Area,2,2,6,10+ Year,Ready To Move,570,Panvel Navi-Mumbai,75,19.0392786,73.0992311,882.3529412
Unnamed Property,Thane West Thane Mumbai,1.95 Crore,15427,Built Up Area,3,3,1,10+ Year,Ready To Move,1264,Thane Thane,195,19.03160615,73.0142513,2294.117647
Unnamed Property,Lokhandwala Andheri West Mumbai,2.27 Crore,27906,Super Built Up Area,2,2,5,10+ Year,Ready To Move,860,Lokhandwala Andheri,227,19.1312947,72.8246301,2670.588235
Unnamed Property,O 13 Sector 9 Belapur Navi Mumbai Mumbai,1.75 Crore,8750,Plot Area,3,2,2,10+ Year,Ready To Move,2000,Belapur Navi-Mumbai,175,19.03080375,73.03606196,2058.823529
Squarefeet Grand Square ,4th Floor Anand Nagar Thane Mumbai,58 Lac,14180,Carpet Area,1,2,4,10+ Year,Ready To Move,409,Nagar Thane,58,19.187628,73.0226162,682.3529412
Greenwood Estate Phase 2 ,A1 101 Phase 1 Panvel Navi Mumbai Mumbai,42 Lac,6461,Carpet Area,2,2,1,5 to 10 Year,Ready To Move,650,Panvel Navi-Mumbai,42,19.0252037,73.0643429,494.1176471
Unnamed Property,Dombivli East Thane Mumbai,42 Lac,9354,Carpet Area,1,1,5,5 to 10 Year,Ready To Move,449,Dombivli Thane,42,19.2111814,73.091129,494.1176471
Unnamed Property,Dombivli East Thane Mumbai,70 Lac,8443,Carpet Area,2,2,1,1 to 5 Year,Ready To Move,829,Dombivli Thane,70,19.2111814,73.091129,823.5294118
Unnamed Property,IC Colony Mumbai,2.2 Crore,32592,Carpet Area,3,2,1,1 to 5 Year,Ready To Move,675,Ic Colony,220,19.2474742,72.8480292,2588.235294
Kalpataru Vienta ,Kandivali East Mumbai,5.9 Crore,39864,Carpet Area,5,4,8,23-Dec,Under Construction,1480,Kandivali Mumbai,590,19.2103809,72.8640837,6941.176471
AO Realty Bianca ,502 Andheri East Mumbai,2.5 Crore,34530,Built Up Area,2,2,5,1 to 5 Year,Ready To Move,1194,Andheri Mumbai,250,19.1158835,72.854202,2941.176471
Balaji Symphony ,New Panvel Navi Mumbai Mumbai,52 Lac,117514,Carpet Area,1,1,7,1 to 5 Year,Ready To Move,44.25,Panvel Navi-Mumbai,52,18.9949462,73.1146581,611.7647059
Unnamed Property,403404 Versova Mumbai,6.25 Crore,35714,Built Up Area,3,3,4,10+ Year,Ready To Move,1750,Versova Mumbai,625,19.1293511,72.8221216,7352.941176
Unnamed Property,Pokhran 2 Thane Mumbai,3.75 Crore,28195,Carpet Area,3,3,16,0 to 1 Year,Ready To Move,1330,Pokhran Thane,375,19.2209997,72.96302047,4411.764706
Unnamed Property,Sector 2 Airoli Navi Mumbai Mumbai,1.65 Crore,13750,Plot Area,3,2,3,10+ Year,Ready To Move,1200,Airoli Navi-Mumbai,165,19.1608677,72.9953728,1941.176471
Unnamed Property,Dahisar East Mumbai,1 Crore,21645,Super Built Up Area,1,1,7,5 to 10 Year,Ready To Move,462,Dahisar Mumbai,100,19.2486925,72.8640593,1176.470588
Siddha Seabrook ,Kandivali West Mumbai,1.97 Crore,27903,Carpet Area,2,2,27,Under Construction,Under Construction,706,Kandivali Mumbai,197,19.2084002,72.8422235,2317.647059
Unnamed Property,Hiranandani Estate Thane Mumbai,3.1 Crore,22463,Carpet Area,3,3,6,10+ Year,Ready To Move,1380,Hiranandani-Estate Thane,310,19.2570093,72.9839263,3647.058824
Unnamed Property,3rd Cross Lane Lokhandwala Andheri West Mumbai,10 Crore,35000,Super Built Up Area,4,4,16,1 to 5 Year,Ready To Move,3500,Lokhandwala Andheri,1000,19.1284264,72.8204922,11764.70588
Balaji Garden CHS ,Sector 11 Koparkhairane Navi Mumbai Mumbai,2.8 Crore,12727,Carpet Area,4,4,13,10+ Year,Ready To Move,2200,Koparkhairane Navi-Mumbai,280,19.1058398,72.999981,3294.117647
Unnamed Property,Kandivali West Mumbai,1.8 Crore,30716,Carpet Area,2,3,12,24-Aug,Under Construction,586,Kandivali Mumbai,180,19.2084002,72.8422235,2117.647059
Lodha Palava City ,Dombivli East Thane Mumbai,58 Lac,8801,Carpet Area,2,2,16,5 to 10 Year,Ready To Move,659,Dombivli Thane,58,19.2111814,73.091129,682.3529412
Hiranandani Hill Grange ,Hiranandani Estate Thane Mumbai,2.1 Crore,15555,Built Up Area,3,3,3,10+ Year,Ready To Move,1350,Hiranandani-Estate Thane,210,19.2570093,72.9839263,2470.588235
Acme Avenue ,11th Floor Charkop Mumbai,1.38 Crore,11604,Built Up Area,2,2,11,0 to 1 Year,Ready To Move,1284,Floor Charkop,138,19.2082524,72.8276248,1623.529412
Royal Oasis ,Jankalyan Nagar Mumbai,1.7 Crore,23383,Carpet Area,2,2,20,1 to 5 Year,Ready To Move,727,Jankalyan Nagar,170,19.1068579,72.8671624,2000
Omkar Alta Monte ,Malad East Mumbai,8.5 Crore,20238,Carpet Area,5,5,7,0 to 1 Year,Ready To Move,4200,Malad Mumbai,850,19.1860219,72.8563181,10000
Unnamed Property,Jogeshwari East Mumbai,1.18 Crore,20884,Built Up Area,1,2,6,10+ Year,Ready To Move,565,Jogeshwari Mumbai,118,19.1284039,72.9209643,1388.235294
Unnamed Property,Dombivli East Thane Mumbai,2.6 Crore,20384,Carpet Area,3,3,12,5 to 10 Year,Ready To Move,1300,Dombivli Thane,260,19.2111814,73.091129,3058.823529
Unnamed Property,Seawoods Navi Mumbai Mumbai,65 Lac,14444,Carpet Area,1,1,3,10+ Year,Ready To Move,450,Seawoods Navi-Mumbai,65,19.0221923,73.01873757,764.7058824
NG Complex ,Marol Mumbai,1.05 Crore,16406,Super Built Up Area,1,2,4,10+ Year,Ready To Move,640,Marol Mumbai,105,19.11314845,72.8758807,1235.294118
Unnamed Property,Sector 29 Vashi Navi Mumbai Mumbai,2.8 Crore,29473,Carpet Area,3,3,4,10+ Year,Ready To Move,950,Vashi Navi-Mumbai,280,19.0895371,73.005083,3294.117647
Shivam Paradise ,503 Nerul Navi Mumbai Mumbai,1.35 Crore,15882,Built Up Area,2,2,5,10+ Year,Ready To Move,850,Nerul Navi-Mumbai,135,19.0499545,73.0220535,1588.235294
Unnamed Property,Tardeo South Mumbai Mumbai,1 Crore,23752,Carpet Area,1,1,4,10+ Year,Ready To Move,421,Tardeo Mumbai,100,18.9752264,72.8239515,1176.470588
Hiranandani Fortune City ,2404 Panvel Navi Mumbai Mumbai,55 Lac,17105,Carpet Area,1,1,24,0 to 1 Year,Ready To Move,304,Panvel Navi-Mumbai,55,18.97686135,73.02013111,647.0588235
Unnamed Property,Sector 9 Belapur Navi Mumbai Mumbai,2.51 Crore,27223,Plot Area,4,3,2,10+ Year,Ready To Move,922,Belapur Navi-Mumbai,251,19.03080375,73.03606196,2952.941176
Unnamed Property,504a Sector 44A Seawoods Navi Mumbai Mumbai,1.45 Crore,13538,Super Built Up Area,2,2,5,5 to 10 Year,Ready To Move,1071,Seawoods Navi-Mumbai,145,19.012699,73.01160017,1705.882353
Lodha Splendora ,Ghodbunder Road Thane Mumbai,96 Lac,12800,Carpet Area,2,2,4,1 to 5 Year,Ready To Move,750,Road Thane,96,19.2777851,72.957062,1129.411765
Unnamed Property,Kandivali East Mumbai,1.15 Crore,22286,Carpet Area,2,2,11,1 to 5 Year,Ready To Move,516,Kandivali Mumbai,115,19.2103809,72.8640837,1352.941176
Unnamed Property,Lokhandwala Andheri West Mumbai,1.75 Crore,26923,Built Up Area,2,1,2,10+ Year,Ready To Move,650,Lokhandwala Andheri,175,19.1312947,72.8246301,2058.823529
Unnamed Property,Malad East Mumbai,1.9 Crore,17272,Carpet Area,3,3,7,10+ Year,Ready To Move,1100,Malad Mumbai,190,19.1860219,72.8563181,2235.294118
Dattani Tower ,Borivali West Mumbai,2.7 Crore,23057,Built Up Area,3,3,9,10+ Year,Ready To Move,1171,Borivali Mumbai,270,19.2294561,72.8479905,3176.470588
Lodha Palava Downtown ,Dombivli East Thane Mumbai,75 Lac,8731,Super Built Up Area,3,2,11,1 to 5 Year,Ready To Move,1374,Dombivli Thane,75,19.2111814,73.091129,882.3529412
Dipti Sweta CHS ,Jogeshwari East Mumbai,1.35 Crore,20769,Super Built Up Area,1,2,4,5 to 10 Year,Ready To Move,650,Jogeshwari Mumbai,135,19.1284039,72.9209643,1588.235294
K Raheja Nest ,Andheri East Mumbai,1.8 Crore,18274,Built Up Area,2,2,1,10+ Year,Ready To Move,985,Andheri Mumbai,180,19.1158835,72.854202,2117.647059
Unnamed Property,Andheri West Mumbai,3.7 Crore,33636,Carpet Area,3,3,3,1 to 5 Year,Ready To Move,1100,Andheri Mumbai,370,19.1172495,72.833968,4352.941176
Unnamed Property,Andheri West Mumbai,1.4 Crore,33333,Carpet Area,1,1,3,0 to 1 Year,Ready To Move,420,Andheri Mumbai,140,19.1172495,72.833968,1647.058824
Unnamed Property,Dombivli West Thane Mumbai,33.9 Lac,6894,Carpet Area,1,2,4,10+ Year,Ready To Move,480,Dombivli Thane,33.9,19.2221822,73.0809274,398.8235294
Westin Ravi Kiran CHS ,101 Azad Nagar Mumbai,2.65 Crore,22083,Built Up Area,3,3,1,1 to 5 Year,Ready To Move,1200,Azad Nagar,265,19.1657976,72.955893,3117.647059
Unnamed Property,Kalwa Thane Mumbai,80 Lac,11267,Carpet Area,3,2,1,10+ Year,Ready To Move,710,Kalwa Thane,80,19.1960909,72.9876602,941.1764706
Unnamed Property,Dahisar West Mumbai,1.4 Crore,17283,Built Up Area,2,2,1,10+ Year,Ready To Move,810,Dahisar Mumbai,140,19.0648226,72.8373616,1647.058824
